Root alarm;Severity;Alarm ID;Name;NE Type;MO Name;Alarm Source;Occurred On (NT);Cleared On (NT);Acknowledged On (ST);Location Information;Additional Information;Acknowledged By;RRU Name;Log Serial Number;BBU Name;Equipment Alarm Serial Number;eNodeB ID;User Label;Maintenance Status
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_laaroussia_4, CellID=4944, LogicRNCID=13;KSBRNC;27/08/2023 19:25;27/08/2023 19:32;27/08/2023 19:32;RNC ID=13, Cell ID=4944, Cell Name=3G_laaroussia_4, NodeB ID=432, NodeB Name=3G_laaroussia, Local Cell ID=104944, Alarm Cause=Common channel failure or  removal.;-;< System operator >;-;205432503;-;2381296;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_laaroussia_5, CellID=4945, LogicRNCID=13;KSBRNC;27/08/2023 19:25;27/08/2023 19:32;27/08/2023 19:32;RNC ID=13, Cell ID=4945, Cell Name=3G_laaroussia_5, NodeB ID=432, NodeB Name=3G_laaroussia, Local Cell ID=104945, Alarm Cause=Common channel failure or  removal.;-;< System operator >;-;205432504;-;2381297;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_laaroussia_6, CellID=4946, LogicRNCID=13;KSBRNC;27/08/2023 19:25;27/08/2023 19:32;27/08/2023 19:32;RNC ID=13, Cell ID=4946, Cell Name=3G_laaroussia_6, NodeB ID=432, NodeB Name=3G_laaroussia, Local Cell ID=104946, Alarm Cause=Common channel failure or  removal.;-;< System operator >;-;205432505;-;2381298;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_laaroussia_U900_1, CellID=54947, LogicRNCID=13;KSBRNC;27/08/2023 19:25;27/08/2023 19:32;27/08/2023 19:32;RNC ID=13, Cell ID=54947, Cell Name=3G_laaroussia_U900_1, NodeB ID=432, NodeB Name=3G_laaroussia, Local Cell ID=154947, Alarm Cause=Common channel failure or  removal.;-;< System operator >;-;205432506;-;2381299;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_laaroussia_U900_2, CellID=54948, LogicRNCID=13;KSBRNC;27/08/2023 19:25;27/08/2023 19:32;27/08/2023 19:32;RNC ID=13, Cell ID=54948, Cell Name=3G_laaroussia_U900_2, NodeB ID=432, NodeB Name=3G_laaroussia, Local Cell ID=154948, Alarm Cause=Common channel failure or  removal.;-;< System operator >;-;205432507;-;2381300;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_laaroussia_U900_3, CellID=54949, LogicRNCID=13;KSBRNC;27/08/2023 19:25;27/08/2023 19:32;27/08/2023 19:32;RNC ID=13, Cell ID=54949, Cell Name=3G_laaroussia_U900_3, NodeB ID=432, NodeB Name=3G_laaroussia, Local Cell ID=154949, Alarm Cause=Common channel failure or  removal.;-;< System operator >;-;205432508;-;2381301;-;-;NORMAL
-;Major;25621;Power Supply DC Output Out of Range;GBTS;FERNANA;BEJBSC/FERNANA;27/08/2023 19:27;27/08/2023 19:43;27/08/2023 19:43;Cabinet No.=0, Subrack No.=7, Slot No.=0, Board Type=PMU, Specific Problem=DC Undervoltage, Site No.=11, Site Type=BTS3900A GSM, Site Name=FERNANA;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=AUTODID_20150531_d508055c-07a5-11e5-8000-ac853d937;< System operator >;-;205432535;-;828559;-;-;NORMAL
-;Major;26113;Base Station DC Power Supply Abnormal;GBTS;FERNANA;BEJBSC/FERNANA;27/08/2023 19:27;27/08/2023 19:43;27/08/2023 19:43;Cabinet No.=0, Subrack No.=0, Slot No.=19, Input Voltage(O.1V)=418, Specific Problem=Undervoltage, Site No.=11, Site Type=BTS3900A GSM, Site Name=FERNANA;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=AUTODID_20150531_d508055c-07a5-11e5-8000-ac853d937;< System operator >;-;205432542;-;828560;-;-;NORMAL
-;Major;26113;Base Station DC Power Supply Abnormal;GBTS;FERNANA;BEJBSC/FERNANA;27/08/2023 19:27;27/08/2023 19:44;27/08/2023 19:44;Cabinet No.=0, Subrack No.=0, Slot No.=18, Input Voltage(O.1V)=415, Specific Problem=Undervoltage, Site No.=11, Site Type=BTS3900A GSM, Site Name=FERNANA;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=AUTODID_20150531_d508055c-07a5-11e5-8000-ac853d937;< System operator >;-;205432543;-;828561;-;-;NORMAL
Root alarm;Minor;21541;SCTP Link Fault;BSC6910 UMTS;SCTP Link ID=1256;KSBRNC;27/08/2023 19:27;27/08/2023 19:30;27/08/2023 19:30;Subrack No.=0, Slot No.=6, SCTP Link ID=1256, Interface Type=Iub, RNC ID=13, NodeB ID=432, NodeB Name=3G_laaroussia, Alarm Cause=peer abort uncertainly;-;< System operator >;-;205432550;-;2381304;-;-;NORMAL
Root alarm;Major;21801;GSM Cell out of Service;GBTS;LABEL=Tangar_1, CellIndex=1351, CGI=6050201A0CF45;KSBBSC6910/Tangar;27/08/2023 19:27;27/08/2023 19:31;27/08/2023 19:31;Site Index=135, Cell Index=1351, Alarm Cause=Other causes, Site Type=eGBTS, Site Name=Tangar, Cell Name=Tangar_1, Cell CGI=605-02-1a0-cf45, Local Cell ID=10000031;-;< System operator >;-;205432551;-;212529;-;-;NORMAL
Root alarm;Major;21801;GSM Cell out of Service;GBTS;LABEL=Tangar_2, CellIndex=1352, CGI=6050201A0CF46;KSBBSC6910/Tangar;27/08/2023 19:27;27/08/2023 19:31;27/08/2023 19:31;Site Index=135, Cell Index=1352, Alarm Cause=Other causes, Site Type=eGBTS, Site Name=Tangar, Cell Name=Tangar_2, Cell CGI=605-02-1a0-cf46, Local Cell ID=10000032;-;< System operator >;-;205432552;-;212530;-;-;NORMAL
Root alarm;Major;21801;GSM Cell out of Service;GBTS;LABEL=Tangar_3, CellIndex=1353, CGI=6050201A0CF47;KSBBSC6910/Tangar;27/08/2023 19:27;27/08/2023 19:31;27/08/2023 19:31;Site Index=135, Cell Index=1353, Alarm Cause=Other causes, Site Type=eGBTS, Site Name=Tangar, Cell Name=Tangar_3, Cell CGI=605-02-1a0-cf47, Local Cell ID=10000033;-;< System operator >;-;205432553;-;212531;-;-;NORMAL
Root alarm;Major;28016;GSM Local Cell Unusable;BTS3900;GBTS Function Name=Tangar, Local Cell ID=10000033, Cell Name=N/A;coBTS_Tangar;27/08/2023 19:25;27/08/2023 19:29;27/08/2023 19:32;GBTS Function Name=Tangar, Local Cell ID=10000033, Specific Problem=RF Resource Unavailable;RAT_INFO=GUL, AFFECTED_RAT=G, DID=NULL, Cumulative Duration(s)=90, eNodeBId=45306;< System operator >;-;205432555;coBTS_Tangar;76321;45306;-;NORMAL
Root alarm;Major;28016;GSM Local Cell Unusable;BTS3900;GBTS Function Name=Tangar, Local Cell ID=10000032, Cell Name=N/A;coBTS_Tangar;27/08/2023 19:25;27/08/2023 19:29;27/08/2023 19:32;GBTS Function Name=Tangar, Local Cell ID=10000032, Specific Problem=RF Resource Unavailable;RAT_INFO=GUL, AFFECTED_RAT=G, DID=NULL, Cumulative Duration(s)=90, eNodeBId=45306;< System operator >;-;205432556;coBTS_Tangar;76322;45306;-;NORMAL
Root alarm;Major;21801;GSM Cell out of Service;GBTS;LABEL=Jdaida_3, CellIndex=1686, CGI=6050201A0C993;KSBBSC6910/Jdaida;27/08/2023 19:27;27/08/2023 19:31;27/08/2023 19:31;Site Index=168, Cell Index=1686, Alarm Cause=Other causes, Site Type=eGBTS, Site Name=Jdaida, Cell Name=Jdaida_3, Cell CGI=605-02-1a0-c993, Local Cell ID=5;-;< System operator >;-;205432564;-;212532;-;-;NORMAL
-;Minor;22241;UMTS Cell MC-HSDPA Function Fault;BSC6910 UMTS;Label=3G_Sidi_Ali_Mekki_II_2, CellID=62962, LogicRNCID=13;KSBRNC;27/08/2023 19:25;27/08/2023 19:26;27/08/2023 19:27;RNC ID=13, Cell ID=62962, Cell Name=3G_Sidi_Ali_Mekki_II_2, NodeB ID=6296, Fault Type=DC-HSDPA fault, NodeB Name=3G_Sidi_Ali_Mekki_II, Local Cell ID=162962, Alarm Cause=The other cells of the carrier group does not meet the requirements specified by the carrier group.;-;< System operator >;-;205432566;-;2381305;-;-;NORMAL
-;Minor;22241;UMTS Cell MC-HSDPA Function Fault;BSC6910 UMTS;Label=3G_Sidi_Ali_Mekki_II_1, CellID=62961, LogicRNCID=13;KSBRNC;27/08/2023 19:25;27/08/2023 19:26;27/08/2023 19:27;RNC ID=13, Cell ID=62961, Cell Name=3G_Sidi_Ali_Mekki_II_1, NodeB ID=6296, Fault Type=DC-HSDPA fault, NodeB Name=3G_Sidi_Ali_Mekki_II, Local Cell ID=162961, Alarm Cause=The other cells of the carrier group does not meet the requirements specified by the carrier group.;-;< System operator >;-;205432568;-;2381306;-;-;NORMAL
-;Minor;22241;UMTS Cell MC-HSDPA Function Fault;BSC6910 UMTS;Label=3G_Sidi_Ali_Mekki_II_6, CellID=62966, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:26;27/08/2023 19:27;RNC ID=13, Cell ID=62966, Cell Name=3G_Sidi_Ali_Mekki_II_6, NodeB ID=6296, Fault Type=DC-HSDPA fault, NodeB Name=3G_Sidi_Ali_Mekki_II, Local Cell ID=162966, Alarm Cause=The other cells of the carrier group does not meet the requirements specified by the carrier group.;-;< System operator >;-;205432572;-;2381307;-;-;NORMAL
-;Minor;22241;UMTS Cell MC-HSDPA Function Fault;BSC6910 UMTS;Label=3G_Sidi_Ali_Mekki_II_3, CellID=62963, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:26;27/08/2023 19:27;RNC ID=13, Cell ID=62963, Cell Name=3G_Sidi_Ali_Mekki_II_3, NodeB ID=6296, Fault Type=DC-HSDPA fault, NodeB Name=3G_Sidi_Ali_Mekki_II, Local Cell ID=162963, Alarm Cause=The other cells of the carrier group does not meet the requirements specified by the carrier group.;-;< System operator >;-;205432573;-;2381308;-;-;NORMAL
-;Minor;22241;UMTS Cell MC-HSDPA Function Fault;BSC6910 UMTS;Label=3G_Sidi_Ali_Mekki_II_4, CellID=62964, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:26;27/08/2023 19:27;RNC ID=13, Cell ID=62964, Cell Name=3G_Sidi_Ali_Mekki_II_4, NodeB ID=6296, Fault Type=DC-HSDPA fault, NodeB Name=3G_Sidi_Ali_Mekki_II, Local Cell ID=162964, Alarm Cause=The other cells of the carrier group does not meet the requirements specified by the carrier group.;-;< System operator >;-;205432574;-;2381309;-;-;NORMAL
-;Minor;22241;UMTS Cell MC-HSDPA Function Fault;BSC6910 UMTS;Label=3G_Sidi_Ali_Mekki_II_5, CellID=62965, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:26;27/08/2023 19:27;RNC ID=13, Cell ID=62965, Cell Name=3G_Sidi_Ali_Mekki_II_5, NodeB ID=6296, Fault Type=DC-HSDPA fault, NodeB Name=3G_Sidi_Ali_Mekki_II, Local Cell ID=162965, Alarm Cause=The other cells of the carrier group does not meet the requirements specified by the carrier group.;-;< System operator >;-;205432575;-;2381310;-;-;NORMAL
-;Major;22216;NodeB Audit No Response;BSC6910 UMTS;NodeB Name=3G_laaroussia, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:26;27/08/2023 19:27;NodeB ID=432, RNC ID=13, NodeB Name=3G_laaroussia;-;< System operator >;-;205432576;-;2381311;-;-;NORMAL
-;Minor;22241;UMTS Cell MC-HSDPA Function Fault;BSC6910 UMTS;Label=3G_Micro_Swani_4, CellID=9894, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:26;27/08/2023 19:27;RNC ID=13, Cell ID=9894, Cell Name=3G_Micro_Swani_4, NodeB ID=454, Fault Type=DC-HSDPA fault, NodeB Name=3G_Micro_Swani, Local Cell ID=109894, Alarm Cause=The other cells of the carrier group does not meet the requirements specified by the carrier group.;-;< System operator >;-;205432578;-;2381313;-;-;NORMAL
-;Minor;22241;UMTS Cell MC-HSDPA Function Fault;BSC6910 UMTS;Label=3G_Lansarine_4, CellID=1754, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:26;27/08/2023 19:27;RNC ID=13, Cell ID=1754, Cell Name=3G_Lansarine_4, NodeB ID=319, Fault Type=DC-HSDPA fault, NodeB Name=3G_Lansarine, Local Cell ID=101754, Alarm Cause=The other cells of the carrier group does not meet the requirements specified by the carrier group.;-;< System operator >;-;205432579;-;2381314;-;-;NORMAL
-;Minor;22241;UMTS Cell MC-HSDPA Function Fault;BSC6910 UMTS;Label=3G_Lansarine_5, CellID=1755, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:26;27/08/2023 19:27;RNC ID=13, Cell ID=1755, Cell Name=3G_Lansarine_5, NodeB ID=319, Fault Type=DC-HSDPA fault, NodeB Name=3G_Lansarine, Local Cell ID=101755, Alarm Cause=The other cells of the carrier group does not meet the requirements specified by the carrier group.;-;< System operator >;-;205432580;-;2381315;-;-;NORMAL
-;Minor;22241;UMTS Cell MC-HSDPA Function Fault;BSC6910 UMTS;Label=3G_Lansarine_6, CellID=1756, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:26;27/08/2023 19:27;RNC ID=13, Cell ID=1756, Cell Name=3G_Lansarine_6, NodeB ID=319, Fault Type=DC-HSDPA fault, NodeB Name=3G_Lansarine, Local Cell ID=101756, Alarm Cause=The other cells of the carrier group does not meet the requirements specified by the carrier group.;-;< System operator >;-;205432581;-;2381316;-;-;NORMAL
-;Minor;22241;UMTS Cell MC-HSDPA Function Fault;BSC6910 UMTS;Label=3G_Lansarine_1, CellID=1751, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:26;27/08/2023 19:27;RNC ID=13, Cell ID=1751, Cell Name=3G_Lansarine_1, NodeB ID=319, Fault Type=DC-HSDPA fault, NodeB Name=3G_Lansarine, Local Cell ID=101751, Alarm Cause=The other cells of the carrier group does not meet the requirements specified by the carrier group.;-;< System operator >;-;205432582;-;2381317;-;-;NORMAL
-;Minor;22241;UMTS Cell MC-HSDPA Function Fault;BSC6910 UMTS;Label=3G_Lansarine_2, CellID=1752, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:26;27/08/2023 19:27;RNC ID=13, Cell ID=1752, Cell Name=3G_Lansarine_2, NodeB ID=319, Fault Type=DC-HSDPA fault, NodeB Name=3G_Lansarine, Local Cell ID=101752, Alarm Cause=The other cells of the carrier group does not meet the requirements specified by the carrier group.;-;< System operator >;-;205432583;-;2381318;-;-;NORMAL
-;Minor;22241;UMTS Cell MC-HSDPA Function Fault;BSC6910 UMTS;Label=3G_Lansarine_3, CellID=1753, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:26;27/08/2023 19:27;RNC ID=13, Cell ID=1753, Cell Name=3G_Lansarine_3, NodeB ID=319, Fault Type=DC-HSDPA fault, NodeB Name=3G_Lansarine, Local Cell ID=101753, Alarm Cause=The other cells of the carrier group does not meet the requirements specified by the carrier group.;-;< System operator >;-;205432584;-;2381319;-;-;NORMAL
Correlative alarm;Major;22214;NodeB Unavailable;BSC6910 UMTS;NodeB Name=3G_Sidi_Ali_Mekki_II, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:32;27/08/2023 19:32;NodeB ID=6296, RNC ID=13, NodeB Name=3G_Sidi_Ali_Mekki_II, Alarm Cause=Port of the NodeB unavailable;-;< System operator >;-;205432591;-;2381320;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_Sidi_Ali_Mekki_II_1, CellID=62961, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:32;27/08/2023 19:32;RNC ID=13, Cell ID=62961, Cell Name=3G_Sidi_Ali_Mekki_II_1, NodeB ID=6296, NodeB Name=3G_Sidi_Ali_Mekki_II, Local Cell ID=162961, Alarm Cause=NCP/CCP failure.;-;< System operator >;-;205432592;-;2381321;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_Sidi_Ali_Mekki_II_2, CellID=62962, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:32;27/08/2023 19:32;RNC ID=13, Cell ID=62962, Cell Name=3G_Sidi_Ali_Mekki_II_2, NodeB ID=6296, NodeB Name=3G_Sidi_Ali_Mekki_II, Local Cell ID=162962, Alarm Cause=NCP/CCP failure.;-;< System operator >;-;205432593;-;2381322;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_Sidi_Ali_Mekki_II_3, CellID=62963, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:32;27/08/2023 19:32;RNC ID=13, Cell ID=62963, Cell Name=3G_Sidi_Ali_Mekki_II_3, NodeB ID=6296, NodeB Name=3G_Sidi_Ali_Mekki_II, Local Cell ID=162963, Alarm Cause=NCP/CCP failure.;-;< System operator >;-;205432594;-;2381323;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_Sidi_Ali_Mekki_II_4, CellID=62964, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:32;27/08/2023 19:32;RNC ID=13, Cell ID=62964, Cell Name=3G_Sidi_Ali_Mekki_II_4, NodeB ID=6296, NodeB Name=3G_Sidi_Ali_Mekki_II, Local Cell ID=162964, Alarm Cause=NCP/CCP failure.;-;< System operator >;-;205432595;-;2381324;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_Sidi_Ali_Mekki_II_5, CellID=62965, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:32;27/08/2023 19:32;RNC ID=13, Cell ID=62965, Cell Name=3G_Sidi_Ali_Mekki_II_5, NodeB ID=6296, NodeB Name=3G_Sidi_Ali_Mekki_II, Local Cell ID=162965, Alarm Cause=NCP/CCP failure.;-;< System operator >;-;205432596;-;2381325;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_Sidi_Ali_Mekki_II_6, CellID=62966, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:32;27/08/2023 19:32;RNC ID=13, Cell ID=62966, Cell Name=3G_Sidi_Ali_Mekki_II_6, NodeB ID=6296, NodeB Name=3G_Sidi_Ali_Mekki_II, Local Cell ID=162966, Alarm Cause=NCP/CCP failure.;-;< System operator >;-;205432597;-;2381326;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_Sidi_Ali_Mekki_II_U900_1, CellID=22967, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:32;27/08/2023 19:32;RNC ID=13, Cell ID=22967, Cell Name=3G_Sidi_Ali_Mekki_II_U900_1, NodeB ID=6296, NodeB Name=3G_Sidi_Ali_Mekki_II, Local Cell ID=122967, Alarm Cause=NCP/CCP failure.;-;< System operator >;-;205432598;-;2381327;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_Sidi_Ali_Mekki_II_U900_2, CellID=22968, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:32;27/08/2023 19:32;RNC ID=13, Cell ID=22968, Cell Name=3G_Sidi_Ali_Mekki_II_U900_2, NodeB ID=6296, NodeB Name=3G_Sidi_Ali_Mekki_II, Local Cell ID=122968, Alarm Cause=NCP/CCP failure.;-;< System operator >;-;205432599;-;2381328;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_Sidi_Ali_Mekki_II_U900_3, CellID=22969, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:32;27/08/2023 19:32;RNC ID=13, Cell ID=22969, Cell Name=3G_Sidi_Ali_Mekki_II_U900_3, NodeB ID=6296, NodeB Name=3G_Sidi_Ali_Mekki_II, Local Cell ID=122969, Alarm Cause=NCP/CCP failure.;-;< System operator >;-;205432600;-;2381329;-;-;NORMAL
-;Minor;22241;UMTS Cell MC-HSDPA Function Fault;BSC6910 UMTS;Label=3G_Micro_Swani_1, CellID=9891, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:26;27/08/2023 19:27;RNC ID=13, Cell ID=9891, Cell Name=3G_Micro_Swani_1, NodeB ID=454, Fault Type=DC-HSDPA fault, NodeB Name=3G_Micro_Swani, Local Cell ID=109891, Alarm Cause=The other cells of the carrier group does not meet the requirements specified by the carrier group.;-;< System operator >;-;205432602;-;2381331;-;-;NORMAL
Root alarm;Major;28203;Local Cell Unusable;BTS3900;coBTS_PT690;coBTS_PT690;27/08/2023 19:27;27/08/2023 19:34;27/08/2023 19:37;NodeB Function Name=3G_PT690, Local Cell ID=128089, Specific Problem=RF Board Unavailable;RAT_INFO=GUL, AFFECTED_RAT=U, DID=NULL, Cumulative Duration(s)=90, eNodeBId=42808;< System operator >;-;205432605;coBTS_PT690;40553;42808;-;NORMAL
Correlative alarm;Major;22214;NodeB Unavailable;BSC6910 UMTS;NodeB Name=3G_Lansarine, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:30;27/08/2023 19:30;NodeB ID=319, RNC ID=13, NodeB Name=3G_Lansarine, Alarm Cause=Port of the NodeB unavailable;-;< System operator >;-;205432613;-;2381332;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_Lansarine_1, CellID=1751, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:30;27/08/2023 19:30;RNC ID=13, Cell ID=1751, Cell Name=3G_Lansarine_1, NodeB ID=319, NodeB Name=3G_Lansarine, Local Cell ID=101751, Alarm Cause=NCP/CCP failure.;-;< System operator >;-;205432614;-;2381333;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_Lansarine_2, CellID=1752, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:30;27/08/2023 19:30;RNC ID=13, Cell ID=1752, Cell Name=3G_Lansarine_2, NodeB ID=319, NodeB Name=3G_Lansarine, Local Cell ID=101752, Alarm Cause=NCP/CCP failure.;-;< System operator >;-;205432615;-;2381334;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_Lansarine_3, CellID=1753, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:30;27/08/2023 19:30;RNC ID=13, Cell ID=1753, Cell Name=3G_Lansarine_3, NodeB ID=319, NodeB Name=3G_Lansarine, Local Cell ID=101753, Alarm Cause=NCP/CCP failure.;-;< System operator >;-;205432616;-;2381335;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_Lansarine_4, CellID=1754, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:30;27/08/2023 19:30;RNC ID=13, Cell ID=1754, Cell Name=3G_Lansarine_4, NodeB ID=319, NodeB Name=3G_Lansarine, Local Cell ID=101754, Alarm Cause=NCP/CCP failure.;-;< System operator >;-;205432617;-;2381336;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_Lansarine_5, CellID=1755, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:30;27/08/2023 19:30;RNC ID=13, Cell ID=1755, Cell Name=3G_Lansarine_5, NodeB ID=319, NodeB Name=3G_Lansarine, Local Cell ID=101755, Alarm Cause=NCP/CCP failure.;-;< System operator >;-;205432618;-;2381337;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_Lansarine_6, CellID=1756, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:30;27/08/2023 19:30;RNC ID=13, Cell ID=1756, Cell Name=3G_Lansarine_6, NodeB ID=319, NodeB Name=3G_Lansarine, Local Cell ID=101756, Alarm Cause=NCP/CCP failure.;-;< System operator >;-;205432619;-;2381338;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_Lansarine_U900_1, CellID=51757, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:30;27/08/2023 19:30;RNC ID=13, Cell ID=51757, Cell Name=3G_Lansarine_U900_1, NodeB ID=319, NodeB Name=3G_Lansarine, Local Cell ID=151757, Alarm Cause=NCP/CCP failure.;-;< System operator >;-;205432620;-;2381339;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_Lansarine_U900_2, CellID=51758, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:30;27/08/2023 19:30;RNC ID=13, Cell ID=51758, Cell Name=3G_Lansarine_U900_2, NodeB ID=319, NodeB Name=3G_Lansarine, Local Cell ID=151758, Alarm Cause=NCP/CCP failure.;-;< System operator >;-;205432621;-;2381340;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_Lansarine_U900_3, CellID=51759, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:30;27/08/2023 19:30;RNC ID=13, Cell ID=51759, Cell Name=3G_Lansarine_U900_3, NodeB ID=319, NodeB Name=3G_Lansarine, Local Cell ID=151759, Alarm Cause=NCP/CCP failure.;-;< System operator >;-;205432622;-;2381341;-;-;NORMAL
Correlative alarm;Major;22214;NodeB Unavailable;BSC6910 UMTS;NodeB Name=3G_Micro_Swani, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:30;27/08/2023 19:30;NodeB ID=454, RNC ID=13, NodeB Name=3G_Micro_Swani, Alarm Cause=Port of the NodeB unavailable;-;< System operator >;-;205432625;-;2381342;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_Micro_Swani_1, CellID=9891, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:30;27/08/2023 19:30;RNC ID=13, Cell ID=9891, Cell Name=3G_Micro_Swani_1, NodeB ID=454, NodeB Name=3G_Micro_Swani, Local Cell ID=109891, Alarm Cause=NCP/CCP failure.;-;< System operator >;-;205432626;-;2381343;-;-;NORMAL
Correlative alarm;Major;22202;UMTS Cell Unavailable;BSC6910 UMTS;Label=3G_Micro_Swani_4, CellID=9894, LogicRNCID=13;KSBRNC;27/08/2023 19:26;27/08/2023 19:30;27/08/2023 19:30;RNC ID=13, Cell ID=9894, Cell Name=3G_Micro_Swani_4, NodeB ID=454, NodeB Name=3G_Micro_Swani, Local Cell ID=109894, Alarm Cause=NCP/CCP failure.;-;< System operator >;-;205432627;-;2381344;-;-;NORMAL
Root alarm;Major;28016;GSM Local Cell Unusable;BTS3900;GBTS Function Name=PT690, Local Cell ID=10001923, Cell Name=N/A;coBTS_PT690;27/08/2023 19:27;27/08/2023 19:34;27/08/2023 19:37;GBTS Function Name=PT690, Local Cell ID=10001923, Specific Problem=RF Resource Unavailable;RAT_INFO=GUL, AFFECTED_RAT=G, DID=NULL, Cumulative Duration(s)=90, eNodeBId=42808;< System operator >;-;205432628;coBTS_PT690;40554;42808;-;NORMAL
